NO	Lat	Location	Lon	Pl
663	25.03362	台北盆地	121.5002	7.34
664	25.01518	台北盆地	121.4739	7.36
665	25.05825	台北盆地	121.5997	7.36
666	25.0341	台北盆地	121.5009	7.38
667	25.0338	台北盆地	121.5005	7.45
668	25.03202	台北盆地	121.4948	7.48
669	25.045	台北盆地	121.5323	7.49
670	25.07187	台北盆地	121.5248	7.52
671	25.07045	台北盆地	121.574	7.53
672	24.9946	台北盆地	121.4857	7.54
673	25.0594	台北盆地	121.6072	7.54
674	25.0208	台北盆地	121.4699	7.56
675	25.04739	台北盆地	121.5587	7.64
676	25.05704	台北盆地	121.4877	7.65
677	25.05185	台北盆地	121.5435	7.65
678	25.09114	台北盆地	121.4642	7.66
679	24.99334	台北盆地	121.5074	7.68
680	25.09066	台北盆地	121.4665	7.69
681	25.05854	台北盆地	121.5979	7.72
682	25.05755	台北盆地	121.5329	7.74
683	25.04052	台北盆地	121.4603	7.75
684	25.07208	台北盆地	121.4945	7.8
685	25.04957	台北盆地	121.579	7.83
686	25.04755	台北盆地	121.5605	7.89
687	25.03538	台北盆地	121.4482	7.91
688	25.04944	台北盆地	121.5732	7.93
689	24.96727	台北盆地	121.446	7.94
690	25.04704	台北盆地	121.4732	7.94
691	25.06009	台北盆地	121.5867	7.96
692	25.0637	台北盆地	121.5376	7.97
693	25.05457	台北盆地	121.6179	7.97
694	25.04634	台北盆地	121.4718	8.02
695	25.05795	台北盆地	121.5832	8.03
696	25.05006	台北盆地	121.5098	8.12
697	25.07233	台北盆地	121.5242	8.16
698	25.04887	台北盆地	121.5804	8.17
699	25.07592	台北盆地	121.4683	8.2
700	25.06285	台北盆地	121.5143	8.2
701	25.07344	台北盆地	121.5476	8.22
702	25.0423	台北盆地	121.4661	8.23
703	25.04843	台北盆地	121.5605	8.25
704	25.03828	台北盆地	121.461	8.26
705	24.99991	台北盆地	121.5064	8.28
706	25.00145	台北盆地	121.492	8.35
707	25.03686	台北盆地	121.5149	8.35
708	25.0502	台北盆地	121.5785	8.35
709	25.0598	台北盆地	121.6092	8.4
710	24.9932	台北盆地	121.4888	8.42
711	25.02447	台北盆地	121.4794	8.44
712	25.02984	台北盆地	121.5222	8.46
713	25.04857	台北盆地	121.5102	8.52
714	25.04989	台北盆地	121.5761	8.53
715	25.03093	台北盆地	121.5133	8.55
716	25.00399	台北盆地	121.4303	8.62
717	24.98945	台北盆地	121.4833	8.65
718	24.99334	台北盆地	121.5074	8.65
719	25.03334	台北盆地	121.5366	8.65
720	25.04754	台北盆地	121.5591	8.67
721	25.04808	台北盆地	121.5371	8.68
722	25.08876	台北盆地	121.4923	8.74
723	25.10219	台北盆地	121.454	8.76
724	25.00366	台北盆地	121.427	8.77
725	25.05187	台北盆地	121.5392	8.77
726	25.05324	台北盆地	121.6064	8.77
727	25.04906	台北盆地	121.5818	8.8
728	25.04746	台北盆地	121.5584	8.81
729	25.03317	台北盆地	121.5195	8.82
730	25.02206	台北盆地	121.4856	8.89
731	25.04675	台北盆地	121.559	8.89
732	25.03304	台北盆地	121.5657	8.91
733	25.06202	台北盆地	121.4976	8.97
734	25.02192	台北盆地	121.4758	8.98
735	25.0625	台北盆地	121.4984	8.98
736	25.04953	台北盆地	121.5787	8.98
737	25.07305	台北盆地	121.5441	9
738	25.02923	台北盆地	121.4288	9.01
739	25.06371	台北盆地	121.5378	9.04
740	24.98128	台北盆地	121.4351	9.1
741	25.05862	台北盆地	121.6029	9.11
742	25.10096	台北盆地	121.4552	9.13
743	25.03406	台北盆地	121.5021	9.13
744	25.01885	台北盆地	121.4704	9.16
745	25.05215	台北盆地	121.6	9.21
746	25.023	台北盆地	121.4776	9.26
747	25.06524	台北盆地	121.4777	9.29
748	25.09478	台北盆地	121.4597	9.3
749	25.06103	台北盆地	121.5884	9.33
750	25.05303	台北盆地	121.4851	9.34
751	25.06279	台北盆地	121.527	9.35
752	25.0332	台北盆地	121.5425	9.39
753	25.08502	台北盆地	121.4973	9.41
754	25.03569	台北盆地	121.4498	9.47
755	25.03302	台北盆地	121.5505	9.5
756	25.04845	台北盆地	121.5603	9.54
757	25.0287	台北盆地	121.5658	9.6
758	25.02871	台北盆地	121.5658	9.6
759	25.0311	台北盆地	121.513	9.64
760	25.03273	台北盆地	121.5655	9.65
761	24.98119	台北盆地	121.431	9.71
762	24.97106	台北盆地	121.4447	9.71
763	25.04897	台北盆地	121.577	9.78
764	25.06854	台北盆地	121.4665	9.85
765	25.07341	台北盆地	121.5407	9.85
766	25.05134	台北盆地	121.5592	9.85
767	25.00432	台北盆地	121.4447	9.86
768	25.06619	台北盆地	121.6224	9.86
769	25.05152	台北盆地	121.5659	9.89
770	25.05965	台北盆地	121.5858	9.89
771	25.05962	台北盆地	121.5865	9.9
772	25.05394	台北盆地	121.6117	9.9
773	25.06103	台北盆地	121.533	9.91
774	25.07154	台北盆地	121.5248	9.96
775	25.05327	台北盆地	121.6111	9.96
776	25.07152	台北盆地	121.5245	9.98
777	25.00433	台北盆地	121.4325	10.01
778	25.03323	台北盆地	121.5192	10.01
779	25.03404	台北盆地	121.5286	10.03
780	25.07242	台北盆地	121.5244	10.08
781	25.05871	台北盆地	121.5846	10.11
782	25.07735	台北盆地	121.5156	10.12
783	25.05431	台北盆地	121.6192	10.13
784	25.05092	台北盆地	121.482	10.15
785	25.08457	台北盆地	121.4746	10.16
786	25.05916	台北盆地	121.5855	10.16
787	25.0177	台北盆地	121.4701	10.19
788	25.0774	台北盆地	121.4855	10.2
789	25.07935	台北盆地	121.5774	10.25
790	25.03334	台北盆地	121.4988	10.26
791	25.047	台北盆地	121.5588	10.26
792	25.04075	台北盆地	121.4632	10.28
793	25.03859	台北盆地	121.4601	10.3
794	25.06593	台北盆地	121.4644	10.31
795	25.07905	台北盆地	121.4822	10.35
796	25.03315	台北盆地	121.5464	10.37
797	25.03332	台北盆地	121.5529	10.41
798	25.03688	台北盆地	121.5811	10.56
799	25.033	台北盆地	121.498	10.57
800	25.09571	台北盆地	121.5304	10.65
801	25.0476	台北盆地	121.5578	10.66
802	25.03411	台北盆地	121.4425	10.68
803	25.01907	台北盆地	121.4717	10.72
804	25.04518	台北盆地	121.5322	10.75
805	25.02636	台北盆地	121.4837	10.77
806	25.02995	台北盆地	121.5222	10.77
807	25.08159	台北盆地	121.5916	10.81
808	25.04788	台北盆地	121.5591	10.85
809	24.99557	台北盆地	121.4853	10.87
810	25.07404	台北盆地	121.4771	10.88
811	25.03343	台北盆地	121.4995	10.91
812	25.04915	台北盆地	121.5757	10.93
813	25.02915	台北盆地	121.483	10.96
814	25.07487	台北盆地	121.5444	10.98
815	24.99444	台北盆地	121.4976	11.07
816	25.02777	台北盆地	121.5109	11.07
817	25.05188	台北盆地	121.5358	11.07
818	25.096	台北盆地	121.5286	11.24
819	25.00394	台北盆地	121.4541	11.26
820	25.01268	台北盆地	121.4625	11.27
821	25.05196	台北盆地	121.5118	11.29
822	25.0476	台北盆地	121.5576	11.31
823	25.09207	台北盆地	121.5177	11.33
824	25.04829	台北盆地	121.5605	11.33
825	25.07015	台北盆地	121.467	11.38
826	25.03939	台北盆地	121.4615	11.41
827	25.05773	台北盆地	121.6218	11.41
828	25.0722	台北盆地	121.525	11.44
829	25.06157	台北盆地	121.6115	11.51
830	25.07071	台北盆地	121.5181	11.52
831	25.05278	台北盆地	121.5332	11.52
832	25.05171	台北盆地	121.5419	11.52
833	25.07251	台北盆地	121.525	11.53
834	25.09588	台北盆地	121.5297	11.55
835	25.07835	台北盆地	121.5838	11.55
836	25.03328	台北盆地	121.5552	11.58
837	25.09302	台北盆地	121.4619	11.61
838	25.03409	台北盆地	121.5014	11.68
839	25.02752	台北盆地	121.4869	11.69
840	24.99668	台北盆地	121.4854	11.7
841	25.06434	台北盆地	121.4618	11.72
842	24.97046	台北盆地	121.5271	11.73
843	25.05185	台北盆地	121.5433	11.76
844	25.05186	台北盆地	121.5313	11.8
845	25.09592	台北盆地	121.4591	11.81
846	25.07843	台北盆地	121.4709	11.83
847	25.04822	台北盆地	121.5372	11.9
848	25.05138	台北盆地	121.5575	11.91
849	24.99078	台北盆地	121.5223	11.93
850	25.05267	台北盆地	121.6099	11.94
851	25.01089	台北盆地	121.5368	11.95
852	25.06946	台北盆地	121.4979	11.97
853	25.03351	台北盆地	121.5446	11.97
854	25.03139	台北盆地	121.531	11.98
855	25.05198	台北盆地	121.5432	12.05
856	25.08608	台北盆地	121.5063	12.06
857	25.07526	台北盆地	121.4913	12.09
858	25.03287	台北盆地	121.4993	12.21
859	25.02014	台北盆地	121.4736	12.28
860	25.06411	台北盆地	121.5381	12.28
861	25.05129	台北盆地	121.5615	12.28
862	25.0496	台北盆地	121.5102	12.29
863	25.01653	台北盆地	121.4685	12.31
864	25.02761	台北盆地	121.4877	12.37
865	25.03326	台北盆地	121.5545	12.37
866	25.06625	台北盆地	121.5442	12.38
867	25.00415	台北盆地	121.4282	12.41
868	25.04886	台北盆地	121.5782	12.41
869	25.03577	台北盆地	121.4501	12.42
870	25.04763	台北盆地	121.4754	12.49
871	25.08945	台北盆地	121.4901	12.53
872	25.05156	台北盆地	121.5328	12.55
873	24.99233	台北盆地	121.513	12.6
874	25.06411	台北盆地	121.5376	12.72
875	24.99172	台北盆地	121.5193	12.75
876	24.99862	台北盆地	121.5053	12.76
877	25.05001	台北盆地	121.5852	12.76
878	25.02952	台北盆地	121.5661	12.77
879	25.02953	台北盆地	121.5661	12.77
880	25.03244	台北盆地	121.463	12.78
881	25.01728	台北盆地	121.4868	12.78
882	25.05169	台北盆地	121.5427	12.82
883	25.03316	台北盆地	121.502	12.87
884	25.03487	台北盆地	121.4472	13
885	25.07449	台北盆地	121.4592	13
886	25.03242	台北盆地	121.5228	13.04
887	25.05755	台北盆地	121.5825	13.05
888	25.03437	台北盆地	121.5239	13.09
889	25.09424	台北盆地	121.5211	13.14
890	25.05187	台北盆地	121.5386	13.14
891	25.06373	台北盆地	121.4614	13.15
892	25.05177	台北盆地	121.5541	13.18
893	24.99335	台北盆地	121.5046	13.23
894	25.07531	台北盆地	121.5443	13.25
895	25.06207	台北盆地	121.6119	13.26
896	25.07182	台北盆地	121.4673	13.29
897	25.05188	台北盆地	121.5291	13.29
898	25.06684	台北盆地	121.5013	13.31
899	25.04763	台北盆地	121.5607	13.38
900	25.08015	台北盆地	121.4803	13.41
901	25.05168	台北盆地	121.5438	13.41
902	25.03356	台北盆地	121.5742	13.43
903	25.02904	台北盆地	121.5191	13.44
904	25.03101	台北盆地	121.5136	13.47
905	25.05352	台北盆地	121.6085	13.49
906	25.05451	台北盆地	121.6153	13.5
907	25.05987	台北盆地	121.6101	13.54
908	25.07114	台北盆地	121.518	13.62
909	25.05185	台北盆地	121.5435	13.64
910	25.02988	台北盆地	121.4925	13.72
911	25.07432	台北盆地	121.5442	13.74
912	24.99278	台北盆地	121.5092	13.78
913	25.06411	台北盆地	121.538	13.81
914	25.01714	台北盆地	121.4694	13.85
915	25.07249	台北盆地	121.5251	13.85
916	25.03348	台北盆地	121.5041	13.89
917	25.0486	台北盆地	121.5593	14
918	25.05072	台北盆地	121.5687	14.03
919	25.05956	台北盆地	121.4912	14.07
920	25.04721	台北盆地	121.5576	14.09
921	25.05614	台北盆地	121.4864	14.1
922	25.03286	台北盆地	121.5004	14.13
923	25.07801	台北盆地	121.5447	14.18
924	25.04702	台北盆地	121.5093	14.19
925	25.04862	台北盆地	121.5604	14.26
926	25.05179	台北盆地	121.5402	14.3
927	25.03364	台北盆地	121.4816	14.31
928	25.01357	台北盆地	121.4754	14.34
929	25.07703	台北盆地	121.4693	14.42
930	25.0329	台北盆地	121.5578	14.42
931	25.05186	台北盆地	121.5321	14.43
932	25.05185	台北盆地	121.5437	14.44
933	25.03685	台北盆地	121.4557	14.48
934	25.06991	台北盆地	121.576	14.48
935	25.05942	台北盆地	121.5333	14.62
936	24.99243	台北盆地	121.5149	14.68
937	25.03327	台北盆地	121.5745	14.77
938	25.0543	台北盆地	121.6179	14.78
939	25.02923	台北盆地	121.5191	14.81
940	25.06364	台北盆地	121.5014	14.84
941	25.0639	台北盆地	121.5374	14.84
942	25.03369	台北盆地	121.5034	14.95
943	25.05611	台北盆地	121.603	14.97
944	25.05248	台北盆地	121.6085	15.07
945	25.04739	台北盆地	121.5601	15.08
946	25.05371	台北盆地	121.6064	15.1
947	25.05762	台北盆地	121.6212	15.16
948	25.06382	台北盆地	121.5077	15.18
949	24.99071	台北盆地	121.4835	15.21
950	25.07232	台北盆地	121.5249	15.44
951	25.06368	台北盆地	121.538	15.47
952	25.01833	台北盆地	121.4866	15.49
953	25.02796	台北盆地	121.5105	15.5
954	25.06245	台北盆地	121.5257	15.5
955	25.06392	台北盆地	121.538	15.52
956	25.0337	台北盆地	121.5347	15.54
957	25.06523	台北盆地	121.4639	15.56
958	25.03294	台北盆地	121.5566	15.6
959	25.06411	台北盆地	121.5374	15.61
960	25.06285	台北盆地	121.5251	15.7
961	25.04866	台北盆地	121.5597	15.71
962	25.06259	台北盆地	121.5234	15.76
963	25.06296	台北盆地	121.519	15.77
964	24.99484	台北盆地	121.4855	15.79
965	25.03364	台北盆地	121.5023	15.81
966	25.08091	台北盆地	121.4737	15.83
967	25.05781	台北盆地	121.4884	15.91
968	25.01561	台北盆地	121.4669	15.93
969	25.05112	台北盆地	121.5672	15.98
970	25.03297	台北盆地	121.555	16.06
971	25.0333	台北盆地	121.4983	16.08
972	25.03277	台北盆地	121.4992	16.09
973	25.05142	台北盆地	121.5552	16.12
974	25.02788	台北盆地	121.4907	16.17
975	25.07215	台北盆地	121.5241	16.18
976	25.04736	台北盆地	121.6259	16.2
977	24.98249	台北盆地	121.4346	16.28
978	25.03382	台北盆地	121.5279	16.35
979	25.07567	台北盆地	121.4882	16.36
980	25.05188	台北盆地	121.5307	16.36
981	25.08548	台北盆地	121.4735	16.37
982	25.06293	台北盆地	121.4609	16.4
983	25.06975	台北盆地	121.4974	16.42
984	25.09519	台北盆地	121.5249	16.58
985	25.04152	台北盆地	121.4649	16.6
986	25.05205	台北盆地	121.6027	16.64
987	25.01363	台北盆地	121.4645	16.7
988	25.05221	台北盆地	121.5294	16.72
989	25.01788	台北盆地	121.5056	16.81
990	25.08298	台北盆地	121.4754	16.82
991	24.98353	台北盆地	121.5673	16.86
992	25.03355	台北盆地	121.5415	16.89
993	25.01579	台北盆地	121.4678	16.9
994	24.99341	台北盆地	121.5012	16.91
995	25.03303	台北盆地	121.552	16.91
996	25.05306	台北盆地	121.519	16.92
997	25.08589	台北盆地	121.4726	16.93
998	25.0345	台北盆地	121.4444	16.94
999	25.06272	台北盆地	121.5296	17.03
1000	25.04944	台北盆地	121.5804	17.04
1001	25.02991	台北盆地	121.4648	17.1
1002	25.08506	台北盆地	121.5004	17.15
1003	25.0723	台北盆地	121.5252	17.25
1004	25.05792	台北盆地	121.5827	17.28
1005	25.08116	台北盆地	121.4788	17.29
1006	25.05879	台北盆地	121.5842	17.34
1007	25.06312	台北盆地	121.5145	17.47
1008	25.05195	台北盆地	121.6008	17.5
1009	25.04764	台北盆地	121.5602	17.58
1010	25.02774	台北盆地	121.5092	17.61
1011	25.00634	台北盆地	121.5138	17.62
1012	25.05851	台北盆地	121.533	17.63
1013	25.03387	台北盆地	121.5299	17.68
1014	25.08667	台北盆地	121.5084	17.72
1015	25.06147	台北盆地	121.5891	17.73
1016	25.05187	台北盆地	121.5378	17.76
1017	24.98282	台北盆地	121.5651	17.77
1018	25.0479	台北盆地	121.5607	17.99
1019	25.05752	台北盆地	121.5819	17.99
1020	25.07378	台北盆地	121.4676	18.2
1021	25.04737	台北盆地	121.5605	18.22
1022	25.07189	台北盆地	121.5252	18.27
1023	25.03166	台北盆地	121.5203	18.41
1024	25.05179	台北盆地	121.5522	18.5
1025	25.07408	台北盆地	121.491	18.54
1026	25.07168	台北盆地	121.5244	18.56
1027	25.08835	台北盆地	121.4695	18.62
1028	25.05688	台北盆地	121.5329	18.62
1029	25.03297	台北盆地	121.5708	18.73
1030	25.05187	台北盆地	121.5377	18.96
1031	25.04096	台北盆地	121.464	18.99
1032	25.06704	台北盆地	121.5443	19.01
1033	25.04991	台北盆地	121.5865	19.03
1034	25.072	台北盆地	121.5242	19.07
1035	25.02394	台北盆地	121.4787	19.18
1036	25.03326	台北盆地	121.5556	19.19
1037	25.05187	台北盆地	121.5395	19.25
1038	25.04287	台北盆地	121.5865	19.34
1039	25.07167	台北盆地	121.5243	19.39
1040	25.07155	台北盆地	121.5253	19.44
1041	25.06273	台北盆地	121.5179	19.47
1042	25.04978	台北盆地	121.5245	19.47
1043	25.05836	台北盆地	121.584	19.49
1044	25.04969	台北盆地	121.5775	19.59
1045	25.07541	台北盆地	121.4891	19.62
1046	25.03372	台北盆地	121.5045	19.86
1047	25.05111	台北盆地	121.5106	19.86
1048	25.05151	台北盆地	121.5504	19.86
1049	25.06441	台北盆地	121.5444	19.93
1050	25.0518	台北盆地	121.5383	19.99
1051	25.03344	台北盆地	121.5523	19.99
1052	24.99971	台北盆地	121.433	20.04
1053	25.05572	台北盆地	121.5526	20.14
1054	25.05188	台北盆地	121.5363	20.26
1055	25.03401	台北盆地	121.4628	20.38
1056	25.05251	台北盆地	121.5203	20.46
1057	25.04721	台北盆地	121.5331	20.46
1058	25.02688	台北盆地	121.4852	20.47
1059	25.05481	台北盆地	121.6174	20.48
1060	25.04881	台北盆地	121.5798	20.57
1061	25.03388	台北盆地	121.5256	20.64
1062	25.06165	台北盆地	121.5224	20.72
1063	25.03335	台北盆地	121.5354	20.74
1064	25.08475	台北盆地	121.474	20.77
1065	25.05187	台北盆地	121.5304	20.77
1066	25.04871	台北盆地	121.5599	20.89
1067	25.07163	台北盆地	121.5255	20.96
1068	25.05201	台北盆地	121.5241	21.09
1069	25.05297	台北盆地	121.6075	21.12
1070	25.02692	台北盆地	121.4878	21.18
1071	25.0522	台北盆地	121.5324	21.18
1072	25.05203	台北盆地	121.5421	21.19
1073	25.07223	台北盆地	121.5244	21.22
1074	25.06165	台北盆地	121.5224	21.23
1075	25.02688	台北盆地	121.4871	21.24
1076	25.03298	台北盆地	121.5012	21.32
1077	25.01227	台北盆地	121.4887	21.35
1078	25.07208	台北盆地	121.5252	21.35
1079	25.01153	台北盆地	121.5126	21.37
1080	25.05357	台北盆地	121.607	21.41
1081	25.05222	台北盆地	121.5299	21.58
1082	25.09286	台北盆地	121.5242	21.77
1083	25.05365	台北盆地	121.5165	21.79
1084	25.05365	台北盆地	121.6074	21.84
1085	25.04968	台北盆地	121.5779	21.9
1086	25.06148	台北盆地	121.4945	21.93
1087	25.09428	台北盆地	121.5154	22
1088	25.0519	台北盆地	121.528	22
1089	25.07221	台北盆地	121.5247	22.02
1090	25.05882	台北盆地	121.5971	22.12
1091	25.05266	台北盆地	121.6075	22.13
1092	25.03206	台北盆地	121.4819	22.14
1093	25.05197	台北盆地	121.5447	22.14
1094	25.10168	台北盆地	121.4545	22.27
1095	24.99339	台北盆地	121.503	22.3
1096	25.06256	台北盆地	121.5242	22.31
1097	25.05661	台北盆地	121.5337	22.37
1098	25.07204	台北盆地	121.5254	22.62
1099	25.05293	台北盆地	121.5189	22.75
1100	25.07231	台北盆地	121.5254	22.8
1101	25.07356	台北盆地	121.4923	23.05
1102	25.05103	台北盆地	121.5332	23.33
1103	25.05227	台北盆地	121.5253	23.43
1104	25.06168	台北盆地	121.4966	23.71
1105	25.0771	台北盆地	121.5443	23.89
1106	25.08913	台北盆地	121.4871	23.94
1107	25.05117	台北盆地	121.5916	23.96
1108	25.06793	台北盆地	121.4999	23.98
1109	25.05189	台北盆地	121.5482	24.04
1110	25.01715	台北盆地	121.5061	24.07
1111	24.97672	台北盆地	121.4391	24.08
1112	25.05203	台北盆地	121.5416	24.12
1113	25.05406	台北盆地	121.6142	24.13
1114	25.06276	台北盆地	121.5122	24.16
1115	25.04969	台北盆地	121.5241	24.31
1116	25.05189	台北盆地	121.5342	24.31
1117	25.03359	台北盆地	121.5403	24.35
1118	25.07239	台北盆地	121.5247	24.46
1119	25.05192	台北盆地	121.5273	24.56
1120	25.03488	台北盆地	121.4814	24.65
1121	25.09993	台北盆地	121.4561	24.73
1122	25.03369	台北盆地	121.536	24.79
1123	25.05251	台北盆地	121.5216	24.91
1124	25.05156	台北盆地	121.5639	24.96
1125	25.0719	台北盆地	121.5254	25.05
1126	25.04888	台北盆地	121.5774	25.1
1127	25.05796	台北盆地	121.6206	25.12
1128	25.05842	台北盆地	121.6	25.17
1129	25.05028	台北盆地	121.5701	25.2
1130	25.04987	台北盆地	121.5241	25.25
1131	25.04846	台北盆地	121.5781	25.46
1132	25.05217	台北盆地	121.5346	25.54
1133	25.0515	台北盆地	121.597	25.55
1134	25.04232	台北盆地	121.4601	25.59
1135	25.05298	台北盆地	121.5196	25.76
1136	25.05408	台北盆地	121.4906	25.85
1137	25.02866	台北盆地	121.5662	25.9
1138	25.02867	台北盆地	121.5662	25.9
1139	25.06057	台北盆地	121.4712	26.17
1140	25.06063	台北盆地	121.5876	26.19
1141	25.07187	台北盆地	121.5244	26.21
1142	25.08726	台北盆地	121.4713	26.26
1143	25.08978	台北盆地	121.4682	26.28
1144	25.0501	台北盆地	121.5743	26.3
1145	25.05186	台北盆地	121.5425	26.42
1146	25.09668	台北盆地	121.4584	26.46
1147	25.05334	台北盆地	121.5179	26.6
1148	25.02126	台北盆地	121.5077	26.63
1149	25.05324	台北盆地	121.5172	26.65
1150	25.08485	台北盆地	121.5563	26.84
1151	25.04942	台北盆地	121.5747	26.89
1152	25.04979	台北盆地	121.5103	27
1153	25.02733	台北盆地	121.4883	27.01
1154	25.05396	台北盆地	121.6075	27.09
1155	25.05934	台北盆地	121.5947	27.19
1156	25.01415	台北盆地	121.5101	27.21
1157	25.05219	台北盆地	121.5316	27.21
1158	25.07218	台北盆地	121.5254	27.36
1159	25.09853	台北盆地	121.4573	27.43
1160	25.05053	台北盆地	121.5881	27.45
1161	25.03254	台北盆地	121.5711	27.46
1162	25.05256	台北盆地	121.5201	27.88
1163	25.07132	台北盆地	121.5645	27.91
1164	25.03299	台北盆地	121.5701	28.27
1165	25.05225	台北盆地	121.5262	28.37
1166	25.06598	台北盆地	121.5019	28.45
1167	25.05261	台北盆地	121.6094	28.58
1168	25.04965	台北盆地	121.5243	28.91
1169	25.06882	台北盆地	121.5443	29.06
1170	25.07776	台北盆地	121.5457	29.06
1171	25.03223	台北盆地	121.4951	29.08
1172	25.05494	台北盆地	121.6187	29.14
1173	25.04746	台北盆地	121.5607	29.17
1174	25.0279	台北盆地	121.4834	29.19
1175	25.05187	台北盆地	121.5326	29.23
1176	25.05294	台北盆地	121.5184	29.56
1177	25.04684	台北盆地	121.5588	29.6
1178	25.08883	台北盆地	121.5128	29.97
1179	25.07621	台北盆地	121.4871	30.14
1180	25.05203	台北盆地	121.5979	30.27
1181	25.08984	台北盆地	121.5143	30.34
1182	25.01932	台北盆地	121.5065	30.47
1183	25.09732	台北盆地	121.4579	30.52
1184	25.02889	台北盆地	121.5152	30.61
1185	25.06704	台北盆地	121.4658	30.7
1186	25.04965	台北盆地	121.5774	30.77
1187	25.05303	台北盆地	121.6054	31.21
1188	25.04945	台北盆地	121.5715	31.49
1189	25.05128	台北盆地	121.5924	31.71
1190	25.02715	台北盆地	121.4885	31.99
1191	25.04952	台北盆地	121.584	32.12
1192	25.08417	台北盆地	121.5495	32.16
1193	25.03088	台北盆地	121.4824	32.27
1194	25.07668	台北盆地	121.5444	32.59
1195	25.05869	台北盆地	121.6039	32.98
1196	25.05098	台北盆地	121.5935	33.16
1197	25.0866	台北盆地	121.5099	33.33
1198	24.98195	台北盆地	121.4349	33.42
1199	25.05207	台北盆地	121.5229	33.43
1200	25.05429	台北盆地	121.6137	33.67
1201	25.03466	台北盆地	121.4623	33.94
1202	25.05886	台北盆地	121.6207	34.24
1203	25.05161	台北盆地	121.5956	34.29
1204	25.0525	台北盆地	121.6066	34.41
1205	25.07567	台北盆地	121.5444	34.83
1206	25.02758	台北盆地	121.5098	34.92
1207	25.08785	台北盆地	121.5112	35.12
1208	25.04941	台北盆地	121.5773	35.15
1209	25.05332	台北盆地	121.5329	35.37
1210	25.07865	台北盆地	121.5456	35.42
1211	25.06297	台北盆地	121.5203	35.51
1212	25.05036	台北盆地	121.5894	35.67
1213	25.05141	台北盆地	121.5989	35.85
1214	25.04908	台北盆地	121.5328	36.17
1215	25.0498	台北盆地	121.5838	36.64
1216	25.06579	台北盆地	121.4629	37
1217	25.0584	台北盆地	121.6003	37.49
1218	25.0627	台北盆地	121.5199	38.08
1219	25.0582	台北盆地	121.5993	38.17
1220	25.05206	台北盆地	121.5403	38.91
1221	25.04906	台北盆地	121.5695	39.39
1222	24.98869	台北盆地	121.5705	39.48
1223	25.01228	台北盆地	121.5117	39.83
1224	25.05425	台北盆地	121.6166	39.91
1225	25.05313	台北盆地	121.5134	40.73
1226	25.05161	台北盆地	121.5466	40.89
1227	25.05245	台北盆地	121.6017	40.93
1228	25.07778	台北盆地	121.5446	41.69
1229	25.04946	台北盆地	121.5798	41.93
1230	25.09537	台北盆地	121.5268	42.5
1231	25.09078	台北盆地	121.5165	42.65
1232	25.07611	台北盆地	121.5443	42.76
1233	25.05922	台北盆地	121.5956	43.53
1234	25.05376	台北盆地	121.5051	46.14
1235	25.04913	台北盆地	121.5704	46.62
1236	25.07131	台北盆地	121.4956	50.58
1237	25.05076	台北盆地	121.5905	51.79
1238	25.09288	台北盆地	121.4976	53.93
1239	25.0198	台北盆地	121.5071	54.12
1240	25.06042	台北盆地	121.5932	55.35
1241	25.0491	台北盆地	121.5718	56.11
1242	25.07151	台北盆地	121.5243	60.63
1243	23.27871	嘉南地區	120.1253	0
1244	23.28548	嘉南地區	120.1311	0
1245	22.93581	嘉南地區	120.1793	0
1246	22.9356	嘉南地區	120.1816	0
1247	22.935	嘉南地區	120.1841	0
1248	22.93454	嘉南地區	120.1862	0
1249	23.06981	嘉南地區	120.1914	0
1250	23.0654	嘉南地區	120.1916	0
1251	23.08957	嘉南地區	120.2131	0
1252	23.41987	嘉南地區	120.214	0
1253	23.08143	嘉南地區	120.2337	0
1254	23.07944	嘉南地區	120.2503	0
1255	23.07618	嘉南地區	120.2531	0
1256	23.07619	嘉南地區	120.2531	0
1257	23.08096	嘉南地區	120.2531	0
1258	23.25986	嘉南地區	120.2593	0
1259	23.26445	嘉南地區	120.2617	0
1260	23.26646	嘉南地區	120.262	0
1261	23.2729	嘉南地區	120.2663	0
1262	22.97723	嘉南地區	120.2732	0
1263	23.28241	嘉南地區	120.2754	0
1264	22.98805	嘉南地區	120.2769	0
1265	22.99479	嘉南地區	120.2801	0
1266	22.99675	嘉南地區	120.2811	0
1267	22.99841	嘉南地區	120.2819	0
1268	23.11158	嘉南地區	120.2825	0
1269	23.00843	嘉南地區	120.2865	0
1270	23.08302	嘉南地區	120.287	0
1271	23.01146	嘉南地區	120.2873	0
1272	23.18361	嘉南地區	120.2877	0
1273	23.02036	嘉南地區	120.2891	0
1274	23.18684	嘉南地區	120.29	0
1275	23.18684	嘉南地區	120.29	0
1276	23.43674	嘉南地區	120.2907	0
1277	23.18768	嘉南地區	120.2907	0
1278	23.18931	嘉南地區	120.292	0
1279	23.19277	嘉南地區	120.2948	0
1280	23.19342	嘉南地區	120.2954	0
1281	23.19775	嘉南地區	120.2989	0
1282	23.43073	嘉南地區	120.2998	0
1283	23.20426	嘉南地區	120.3043	0
1284	23.33754	嘉南地區	120.3095	0
1285	23.21803	嘉南地區	120.3154	0
1286	23.21803	嘉南地區	120.3154	0
1287	23.46947	嘉南地區	120.324	0
1288	23.23113	嘉南地區	120.3261	0
1289	23.23127	嘉南地區	120.3262	0
1290	23.23363	嘉南地區	120.3281	0
